miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-103-2	hg19:20:3898190-3898213:+	3	0.981794	N	mature,MIMAT0000101
hsa-mir-103-2	hg19:20:3898195-3898211:+	1	0.327265	N	mature,MIMAT0000101
hsa-mir-103-2	hg19:20:3898211-3898230:+	1	0.327265	N	precursor
hsa-mir-103-2	hg19:20:3898211-3898231:+	4	1.309059	N	precursor
hsa-mir-103-2	hg19:20:3898211-3898232:+	6	1.963588	N	precursor
hsa-mir-105-1	hg19:X:151560738-151560760:-	1	0.327265	N	mature,MIMAT0000102
hsa-mir-105-2	hg19:X:151562929-151562953:-	1	0.327265	N	mature,MIMAT0000102
hsa-mir-105-2	hg19:X:151562931-151562953:-	5	1.636323	N	mature,MIMAT0000102
hsa-mir-106a	hg19:X:133304241-133304260:-	1	0.327265	N	star,MIMAT0004517
hsa-mir-106a	hg19:X:133304241-133304261:-	1	0.327265	N	star,MIMAT0004517
hsa-mir-106a	hg19:X:133304274-133304294:-	1	0.327265	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304274-133304296:-	18	5.890764	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304274-133304297:-	45	14.726909	N	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304275-133304294:-	1	0.327265	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304275-133304296:-	2	0.654529	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304275-133304297:-	14	4.581705	N	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304276-133304294:-	1	0.327265	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304276-133304295:-	2	0.654529	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304276-133304297:-	25	8.181616	N	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304277-133304295:-	1	0.327265	Y	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304277-133304297:-	3	0.981794	N	mature,MIMAT0000103
hsa-mir-106a	hg19:X:133304278-133304297:-	2	0.654529	N	mature,MIMAT0000103
hsa-mir-106b	hg19:7:99691600-99691625:-	1	0.327265	N	precursor
hsa-mir-106b	hg19:7:99691624-99691647:-	13	4.254440	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691625-99691644:-	1	0.327265	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691625-99691647:-	182	59.562166	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691625-99691648:-	4	1.309059	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691625-99691649:-	2	0.654529	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691626-99691647:-	4208	1377.129634	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691626-99691648:-	73	23.890319	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691626-99691649:-	15	4.908970	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691627-99691647:-	531	173.777527	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691627-99691648:-	11	3.599911	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691627-99691649:-	111	36.326376	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691628-99691645:-	1	0.327265	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691628-99691647:-	94	30.762877	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691628-99691648:-	8	2.618117	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691628-99691649:-	70	22.908525	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691629-99691647:-	31	10.145204	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691629-99691648:-	1	0.327265	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691629-99691649:-	11	3.599911	N	star,MIMAT0004672
hsa-mir-106b	hg19:7:99691663-99691687:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691664-99691684:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691664-99691686:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691664-99691687:-	11	3.599911	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691665-99691684:-	3	0.981794	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691665-99691685:-	4	1.309059	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691665-99691686:-	3	0.981794	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691665-99691687:-	1232	403.190045	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691666-99691684:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691666-99691685:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691666-99691686:-	1	0.327265	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691666-99691687:-	1523	498.424057	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691667-99691687:-	987	323.010206	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691668-99691687:-	239	78.216251	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691669-99691687:-	5	1.636323	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691670-99691687:-	3	0.981794	N	mature,MIMAT0000680
hsa-mir-106b	hg19:7:99691687-99691706:-	9	2.945382	N	precursor
hsa-mir-106b	hg19:7:99691687-99691707:-	4	1.309059	N	precursor
hsa-mir-107	hg19:10:91352512-91352536:-	1	0.327265	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352513-91352534:-	3	0.981794	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352513-91352536:-	30	9.817939	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352514-91352532:-	1	0.327265	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352514-91352536:-	45	14.726909	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352515-91352535:-	1	0.327265	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352515-91352536:-	477	156.105237	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352515-91352537:-	2	0.654529	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352516-91352536:-	195	63.816606	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352517-91352536:-	136	44.507992	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352518-91352536:-	2	0.654529	Y	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352519-91352536:-	5	1.636323	N	mature,MIMAT0000104
hsa-mir-107	hg19:10:91352550-91352573:-	1	0.327265	N	unannotated
hsa-mir-107	hg19:10:91352553-91352574:-	1	0.327265	N	unannotated
hsa-mir-10a	hg19:17:46657227-46657248:-	1	0.327265	N	star,MIMAT0004555
hsa-mir-10a	hg19:17:46657264-46657287:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657265-46657286:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657265-46657287:-	7	2.290853	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657265-46657288:-	151	49.416962	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657265-46657289:-	46	15.054174	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657266-46657287:-	13	4.254440	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657266-46657288:-	549	179.668291	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657266-46657289:-	241	78.870780	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657267-46657285:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657267-46657287:-	13	4.254440	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657267-46657288:-	1684	551.113665	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657267-46657289:-	7946	2600.444884	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657267-46657290:-	42	13.745115	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657268-46657287:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657268-46657288:-	234	76.579927	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657268-46657289:-	1128	369.154522	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657268-46657290:-	34	11.126998	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657269-46657288:-	47	15.381438	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657269-46657289:-	132	43.198933	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657269-46657290:-	2	0.654529	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657270-46657288:-	2	0.654529	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657270-46657289:-	27	8.836145	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657271-46657288:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657271-46657289:-	15	4.908970	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657271-46657290:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657272-46657288:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657273-46657288:-	2	0.654529	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657273-46657289:-	9	2.945382	N	mature,MIMAT0000253
hsa-mir-10a	hg19:17:46657274-46657289:-	1	0.327265	N	mature,MIMAT0000253
hsa-mir-10b	hg19:2:177015057-177015072:+	1	0.327265	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015073:+	12	3.927176	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015074:+	1	0.327265	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015075:+	18	5.890764	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015076:+	52	17.017762	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015077:+	278	90.979572	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015078:+	2402	786.089682	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015079:+	7527	2463.320997	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015080:+	891	291.592800	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015057-177015081:+	28	9.163410	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015073:+	2	0.654529	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015075:+	5	1.636323	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015076:+	5	1.636323	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015077:+	38	12.436057	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015078:+	148	48.435168	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015079:+	656	214.685608	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015080:+	988	323.337471	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015058-177015081:+	107	35.017317	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015059-177015079:+	4	1.309059	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015059-177015080:+	2	0.654529	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015059-177015081:+	1	0.327265	N	mature,MIMAT0000254
hsa-mir-10b	hg19:2:177015096-177015117:+	2	0.654529	N	star,MIMAT0004556
hsa-mir-10b	hg19:2:177015096-177015118:+	5	1.636323	N	star,MIMAT0004556
hsa-mir-10b	hg19:2:177015097-177015115:+	1	0.327265	N	star,MIMAT0004556
hsa-mir-10b	hg19:2:177015097-177015117:+	2	0.654529	N	star,MIMAT0004556
hsa-mir-10b	hg19:2:177015097-177015118:+	4	1.309059	N	star,MIMAT0004556
hsa-mir-10b	hg19:2:177015097-177015119:+	1	0.327265	N	star,MIMAT0004556
hsa-mir-1180	hg19:17:19247826-19247848:-	93	30.435612	N	mature,MIMAT0005825
hsa-mir-1180	hg19:17:19247827-19247848:-	22	7.199822	N	mature,MIMAT0005825
hsa-mir-1180	hg19:17:19247828-19247848:-	23	7.527087	N	mature,MIMAT0005825
hsa-mir-1180	hg19:17:19247829-19247848:-	1	0.327265	N	mature,MIMAT0005825
hsa-mir-1180	hg19:17:19247831-19247848:-	1	0.327265	N	mature,MIMAT0005825
hsa-mir-1180	hg19:17:19247832-19247848:-	3	0.981794	N	mature,MIMAT0005825
hsa-mir-1181	hg19:19:10514164-10514187:-	1	0.327265	N	mature,MIMAT0005826
hsa-mir-1181	hg19:19:10514168-10514188:-	1	0.327265	N	mature,MIMAT0005826
hsa-mir-1224	hg19:3:183959193-183959213:+	7	2.290853	N	mature,MIMAT0005458
hsa-mir-1224	hg19:3:183959193-183959214:+	2	0.654529	N	mature,MIMAT0005458
hsa-mir-1226	hg19:3:47891098-47891118:+	1	0.327265	N	mature,MIMAT0005577
hsa-mir-1226	hg19:3:47891098-47891119:+	1	0.327265	N	mature,MIMAT0005577
hsa-mir-1226	hg19:3:47891098-47891120:+	9	2.945382	N	mature,MIMAT0005577
hsa-mir-1226	hg19:3:47891099-47891120:+	1	0.327265	N	mature,MIMAT0005577
hsa-mir-1227	hg19:19:2234061-2234081:-	1	0.327265	N	mature,MIMAT0005580
hsa-mir-1228	hg19:12:57588338-57588359:+	1	0.327265	N	mature,MIMAT0005583
hsa-mir-1229	hg19:5:179225277-179225300:-	1	0.327265	N	mature,MIMAT0005584
hsa-mir-1229	hg19:5:179225279-179225301:-	1	0.327265	N	mature,MIMAT0005584
hsa-mir-1229	hg19:5:179225280-179225303:-	1	0.327265	N	mature,MIMAT0005584
hsa-mir-1229	hg19:5:179225282-179225303:-	1	0.327265	N	mature,MIMAT0005584
hsa-mir-1234	hg19:8:145625479-145625500:-	1	0.327265	N	mature,MIMAT0005589
hsa-mir-1237	hg19:11:64136155-64136176:+	1	0.327265	N	mature,MIMAT0005592
hsa-mir-1245	hg19:2:189842824-189842847:+	2	0.654529	N	unannotated
hsa-mir-1246	hg19:2:177465751-177465770:-	1	0.327265	N	mature,MIMAT0005898
hsa-mir-1246	hg19:2:177465751-177465771:-	3	0.981794	N	mature,MIMAT0005898
hsa-mir-1247	hg19:14:102026658-102026680:-	1	0.327265	N	unannotated
hsa-mir-1247	hg19:14:102026661-102026680:-	1	0.327265	N	unannotated
hsa-mir-1247	hg19:14:102026662-102026680:-	1	0.327265	N	unannotated
hsa-mir-1247	hg19:14:102026662-102026684:-	1	0.327265	N	unannotated
hsa-mir-1247	hg19:14:102026663-102026684:-	30	9.817939	N	unannotated
hsa-mir-1247	hg19:14:102026664-102026684:-	4	1.309059	N	unannotated
hsa-mir-1247	hg19:14:102026699-102026721:-	8	2.618117	N	mature,MIMAT0005899
hsa-mir-1247	hg19:14:102026699-102026722:-	1	0.327265	N	mature,MIMAT0005899
hsa-mir-1247	hg19:14:102026700-102026721:-	2	0.654529	N	mature,MIMAT0005899
hsa-mir-1247	hg19:14:102026700-102026722:-	1	0.327265	N	mature,MIMAT0005899
hsa-mir-1247	hg19:14:102026701-102026722:-	1	0.327265	N	mature,MIMAT0005899
hsa-mir-1248	hg19:3:186504464-186504480:+	2	0.654529	N	mature,MIMAT0005900
hsa-mir-1248	hg19:3:186504481-186504509:+	1	0.327265	N	mature,MIMAT0005900
hsa-mir-1248	hg19:3:186504488-186504509:+	1	0.327265	N	stemloop
hsa-mir-1248	hg19:3:186504494-186504513:+	2	0.654529	N	unannotated
hsa-mir-1248	hg19:3:186504504-186504524:+	2	0.654529	N	unannotated
hsa-mir-1248	hg19:3:186504550-186504572:+	1	0.327265	N	unannotated
hsa-mir-1248	hg19:3:186504551-186504571:+	1	0.327265	N	unannotated
hsa-mir-1248	hg19:3:186504560-186504590:+	1	0.327265	N	unannotated
hsa-mir-1248	hg19:3:186504562-186504586:+	1	0.327265	N	unannotated
hsa-mir-1248	hg19:3:186504563-186504589:+	1	0.327265	N	unannotated
hsa-mir-1249	hg19:22:45596839-45596861:-	2	0.654529	N	mature,MIMAT0005901
hsa-mir-1254	hg19:10:70519091-70519114:+	1	0.327265	N	mature,MIMAT0005905
hsa-mir-1254	hg19:10:70519092-70519112:+	1	0.327265	N	mature,MIMAT0005905
hsa-mir-1254	hg19:10:70519092-70519114:+	1	0.327265	N	mature,MIMAT0005905
hsa-mir-1254	hg19:10:70519092-70519115:+	5	1.636323	N	mature,MIMAT0005905
hsa-mir-1255a	hg19:4:102251483-102251504:-	2	0.654529	N	unannotated
hsa-mir-1258	hg19:2:180725570-180725593:-	1	0.327265	N	mature,MIMAT0005909
hsa-mir-1258	hg19:2:180725572-180725593:-	1	0.327265	N	mature,MIMAT0005909
hsa-mir-125a	hg19:19:52196498-52196521:+	1	0.327265	N	precursor
hsa-mir-125a	hg19:19:52196499-52196521:+	1	0.327265	N	precursor
hsa-mir-125a	hg19:19:52196500-52196520:+	1	0.327265	N	precursor
hsa-mir-125a	hg19:19:52196500-52196521:+	22	7.199822	N	precursor
hsa-mir-125a	hg19:19:52196501-52196521:+	59	19.308614	N	precursor
hsa-mir-125a	hg19:19:52196502-52196521:+	24	7.854352	N	precursor
hsa-mir-125a	hg19:19:52196503-52196520:+	1	0.327265	N	precursor
hsa-mir-125a	hg19:19:52196503-52196521:+	154	50.398756	N	precursor
hsa-mir-125a	hg19:19:52196504-52196521:+	11	3.599911	N	precursor
hsa-mir-125a	hg19:19:52196521-52196540:+	1	0.327265	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196521-52196541:+	7	2.290853	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196521-52196542:+	25	8.181616	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196521-52196543:+	186	60.871224	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196521-52196544:+	272	89.015984	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196521-52196545:+	76	24.872113	N	mature,MIMAT0000443
hsa-mir-125a	hg19:19:52196559-52196579:+	10	3.272646	N	mature,MIMAT0004602
hsa-mir-125a	hg19:19:52196559-52196580:+	21	6.872558	N	mature,MIMAT0004602
hsa-mir-125a	hg19:19:52196559-52196581:+	10	3.272646	N	mature,MIMAT0004602
hsa-mir-125a	hg19:19:52196560-52196579:+	3	0.981794	N	mature,MIMAT0004602
hsa-mir-125a	hg19:19:52196560-52196580:+	2	0.654529	N	mature,MIMAT0004602
hsa-mir-125a	hg19:19:52196560-52196581:+	2	0.654529	N	mature,MIMAT0004602
hsa-mir-125b-1	hg19:11:121970478-121970499:-	1	0.327265	N	star,MIMAT0004592
hsa-mir-125b-1	hg19:11:121970479-121970499:-	3	0.981794	N	star,MIMAT0004592
hsa-mir-125b-1	hg19:11:121970479-121970500:-	1	0.327265	N	star,MIMAT0004592
hsa-mir-125b-1	hg19:11:121970482-121970502:-	1	0.327265	N	star,MIMAT0004592
hsa-mir-125b-1	hg19:11:121970516-121970539:-	1	0.327265	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970517-121970538:-	1	0.327265	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970517-121970539:-	481	157.414295	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970518-121970539:-	176	57.598578	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970519-121970539:-	12	3.927176	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970520-121970539:-	11	3.599911	N	mature,MIMAT0000423
hsa-mir-125b-1	hg19:11:121970521-121970539:-	1	0.327265	N	mature,MIMAT0000423
hsa-mir-125b-2	hg19:21:17962554-17962573:+	1	0.327265	N	precursor
hsa-mir-125b-2	hg19:21:17962573-17962596:+	1	0.327265	N	mature,MIMAT0000423
hsa-mir-125b-2	hg19:21:17962609-17962631:+	2	0.654529	N	star,MIMAT0004603
hsa-mir-125b-2	hg19:21:17962609-17962632:+	3	0.981794	N	star,MIMAT0004603
hsa-mir-125b-2	hg19:21:17962610-17962631:+	2	0.654529	N	star,MIMAT0004603
hsa-mir-125b-2	hg19:21:17962610-17962632:+	1	0.327265	N	star,MIMAT0004603
hsa-mir-125b-2	hg19:21:17962612-17962632:+	6	1.963588	N	star,MIMAT0004603
hsa-mir-125b-2	hg19:21:17962612-17962633:+	4	1.309059	N	star,MIMAT0004603
hsa-mir-126	hg19:9:139565068-139565087:+	18	5.890764	N	star,MIMAT0000444
hsa-mir-126	hg19:9:139565068-139565088:+	26	8.508881	N	star,MIMAT0000444
hsa-mir-126	hg19:9:139565068-139565089:+	319	104.397422	N	star,MIMAT0000444
hsa-mir-126	hg19:9:139565069-139565089:+	2	0.654529	N	star,MIMAT0000444
hsa-mir-126	hg19:9:139565069-139565091:+	2	0.654529	N	star,MIMAT0000444
hsa-mir-126	hg19:9:139565104-139565125:+	5	1.636323	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565104-139565126:+	4	1.309059	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565104-139565127:+	7	2.290853	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565105-139565122:+	2	0.654529	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565105-139565123:+	1	0.327265	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565105-139565125:+	36	11.781527	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565105-139565126:+	58	18.981350	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565105-139565127:+	1058	346.245996	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565106-139565122:+	2	0.654529	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565106-139565125:+	6	1.963588	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565106-139565126:+	19	6.218028	N	mature,MIMAT0000445
hsa-mir-126	hg19:9:139565106-139565127:+	609	199.304170	N	mature,MIMAT0000445
hsa-mir-1260b	hg19:11:96074610-96074629:+	2	0.654529	N	mature,MIMAT0015041
hsa-mir-1260b	hg19:11:96074611-96074631:+	1	0.327265	N	mature,MIMAT0015041
hsa-mir-1262	hg19:1:68649260-68649282:-	1	0.327265	N	mature,MIMAT0005914
hsa-mir-1262	hg19:1:68649261-68649283:-	1	0.327265	N	mature,MIMAT0005914
hsa-mir-1266	hg19:15:52569363-52569386:-	3	0.981794	N	mature,MIMAT0005920
hsa-mir-1269	hg19:4:67142608-67142630:+	1	0.327265	N	mature,MIMAT0005923
hsa-mir-127	hg19:14:101349336-101349359:+	1	0.327265	N	mature,MIMAT0004604
hsa-mir-127	hg19:14:101349338-101349359:+	37	12.108792	N	mature,MIMAT0004604
hsa-mir-127	hg19:14:101349338-101349360:+	9	2.945382	N	mature,MIMAT0004604
hsa-mir-127	hg19:14:101349339-101349361:+	2	0.654529	N	mature,MIMAT0004604
hsa-mir-127	hg19:14:101349372-101349391:+	6	1.963588	N	mature,MIMAT0000446
hsa-mir-127	hg19:14:101349372-101349392:+	57	18.654085	N	mature,MIMAT0000446
hsa-mir-127	hg19:14:101349372-101349393:+	138	45.162521	N	mature,MIMAT0000446
hsa-mir-127	hg19:14:101349372-101349394:+	130	42.544404	N	mature,MIMAT0000446
hsa-mir-127	hg19:14:101349372-101349395:+	1	0.327265	N	mature,MIMAT0000446
hsa-mir-1270-1	hg19:19:20510131-20510152:-	1	0.327265	N	mature,MIMAT0005924
hsa-mir-1270-2	hg19:19:20579289-20579311:-	1	0.327265	N	mature,MIMAT0005924
hsa-mir-1271	hg19:5:175794963-175794983:+	2	0.654529	N	mature,MIMAT0005796
hsa-mir-1271	hg19:5:175794963-175794984:+	7	2.290853	N	mature,MIMAT0005796
hsa-mir-1271	hg19:5:175794963-175794985:+	4	1.309059	N	mature,MIMAT0005796
hsa-mir-1274b	hg19:19:58024411-58024426:-	1	0.327265	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024411-58024427:-	3	0.981794	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024411-58024428:-	8	2.618117	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024411-58024429:-	7	2.290853	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024411-58024433:-	2	0.654529	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024412-58024428:-	1	0.327265	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024412-58024429:-	2	0.654529	N	mature,MIMAT0005938
hsa-mir-1274b	hg19:19:58024413-58024429:-	2	0.654529	N	mature,MIMAT0005938
hsa-mir-1276	hg19:15:86313779-86313799:-	1	0.327265	N	mature,MIMAT0005930
hsa-mir-1277	hg19:X:117520403-117520425:+	1	0.327265	N	mature,MIMAT0005933
hsa-mir-128-1	hg19:2:136422961-136422981:+	1	0.327265	N	unannotated
hsa-mir-128-1	hg19:2:136422962-136422981:+	2	0.654529	N	unannotated
hsa-mir-128-1	hg19:2:136422981-136423001:+	3	0.981794	N	unannotated
hsa-mir-128-1	hg19:2:136422981-136423002:+	8	2.618117	N	unannotated
hsa-mir-128-1	hg19:2:136422981-136423003:+	4	1.309059	N	unannotated
hsa-mir-128-1	hg19:2:136422981-136423004:+	5	1.636323	N	unannotated
hsa-mir-128-1	hg19:2:136423016-136423034:+	1	0.327265	N	mature,MIMAT0000424
hsa-mir-128-1	hg19:2:136423016-136423035:+	45	14.726909	N	mature,MIMAT0000424
hsa-mir-128-1	hg19:2:136423016-136423036:+	59	19.308614	N	mature,MIMAT0000424
hsa-mir-128-1	hg19:2:136423016-136423037:+	237	77.561721	N	mature,MIMAT0000424
hsa-mir-128-1	hg19:2:136423016-136423038:+	56	18.326820	N	mature,MIMAT0000424
hsa-mir-128-1	hg19:2:136423016-136423039:+	2	0.654529	N	mature,MIMAT0000424
hsa-mir-128-2	hg19:3:35786019-35786035:+	1	0.327265	N	mature,MIMAT0000424
hsa-mir-128-2	hg19:3:35786019-35786038:+	42	13.745115	N	mature,MIMAT0000424
hsa-mir-128-2	hg19:3:35786019-35786039:+	54	17.672291	N	mature,MIMAT0000424
hsa-mir-128-2	hg19:3:35786019-35786040:+	251	82.143426	N	mature,MIMAT0000424
hsa-mir-1283-1	hg19:19:54191748-54191770:+	1	0.327265	N	mature,MIMAT0005799
hsa-mir-1283-1	hg19:19:54191749-54191770:+	6	1.963588	N	mature,MIMAT0005799
hsa-mir-1283-1	hg19:19:54191749-54191771:+	1	0.327265	N	mature,MIMAT0005799
hsa-mir-1283-1	hg19:19:54191749-54191772:+	1	0.327265	N	mature,MIMAT0005799
hsa-mir-1283-2	hg19:19:54261480-54261500:+	2	0.654529	Y	precursor
hsa-mir-1283-2	hg19:19:54261481-54261500:+	1	0.327265	Y	precursor
hsa-mir-1283-2	hg19:19:54261499-54261521:+	1	0.327265	N	mature,MIMAT0005799
hsa-mir-1283-2	hg19:19:54261500-54261521:+	2	0.654529	N	mature,MIMAT0005799
hsa-mir-1283-2	hg19:19:54261500-54261522:+	4	1.309059	N	mature,MIMAT0005799
hsa-mir-1283-2	hg19:19:54261500-54261523:+	2	0.654529	N	mature,MIMAT0005799
hsa-mir-1283-2	hg19:19:54261537-54261558:+	4	1.309059	N	unannotated
hsa-mir-1283-2	hg19:19:54261537-54261559:+	2	0.654529	N	unannotated
hsa-mir-1283-2	hg19:19:54261538-54261558:+	2	0.654529	N	unannotated
hsa-mir-1283-2	hg19:19:54261538-54261559:+	1	0.327265	N	unannotated
hsa-mir-1284	hg19:3:71591190-71591212:-	1	0.327265	N	mature,MIMAT0005941
hsa-mir-1286	hg19:22:20236703-20236724:-	3	0.981794	N	unannotated
